text,class,__index_level_0__
"A 43-year-old individual, working in the Private sector, has an education level of Bachelors. They are Married-civ-spouse, working as Sales, and have a Husband relationship.They belong to the White race, are Male",1,9310
"A 50-year-old individual, working in the Private sector, has an education level of HS-grad. They are Divorced, working as Craft-repair, and have a Not-in-family relationship.They belong to the White race, are Male",1,9312
"A 35-year-old individual, working in the Self-emp-inc sector, has an education level of Some-college. They are Married-civ-spouse, working as Sales, and have a Husband relationship.They belong to the White race, are Male",1,9321
"A 63-year-old individual, working in the ? sector, has an education level of Bachelors. They are Married-civ-spouse, working as ?, and have a Husband relationship.They belong to the White race, are Male",1,9324
"A 52-year-old individual, working in the Private sector, has an education level of Doctorate. They are Never-married, working as Exec-managerial, and have a Not-in-family relationship.They belong to the White race, are Male",1,9329
"A 34-year-old individual, working in the Private sector, has an education level of Bachelors. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",1,9331
"A 69-year-old individual, working in the ? sector, has an education level of HS-grad. They are Married-civ-spouse, working as ?, and have a Husband relationship.They belong to the White race, are Male",1,9342
"A 49-year-old individual, working in the Private sector, has an education level of Masters. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",1,9345
"A 59-year-old individual, working in the Private sector, has an education level of Some-college. They are Married-civ-spouse, working as Adm-clerical, and have a Wife relationship.They belong to the White race, are Female",1,9347
"A 45-year-old individual, working in the Private sector, has an education level of Bachelors. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",1,9348
"A 41-year-old individual, working in the State-gov sector, has an education level of Doctorate. They are Married-civ-spouse, working as Prof-specialty, and have a Husband relationship.They belong to the White race, are Male",1,9352
"A 62-year-old individual, working in the Private sector, has an education level of HS-grad. They are Married-civ-spouse, working as Machine-op-inspct, and have a Husband relationship.They belong to the White race, are Male",1,9364
"A 58-year-old individual, working in the Private sector, has an education level of Bachelors. They are Married-civ-spouse, working as Prof-specialty, and have a Husband relationship.They belong to the White race, are Male",1,9372
"A 53-year-old individual, working in the Private sector, has an education level of Some-college. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",1,9378
"A 43-year-old individual, working in the Self-emp-not-inc sector, has an education level of HS-grad. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",1,9386
"A 46-year-old individual, working in the Private sector, has an education level of Masters. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",1,9392
"A 38-year-old individual, working in the Private sector, has an education level of HS-grad. They are Married-civ-spouse, working as Craft-repair, and have a Husband relationship.They belong to the White race, are Male",1,9393
"A 50-year-old individual, working in the Local-gov sector, has an education level of Bachelors. They are Married-civ-spouse, working as Prof-specialty, and have a Husband relationship.They belong to the White race, are Male",1,9399
"A 42-year-old individual, working in the Federal-gov sector, has an education level of Bachelors. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",1,9416
"A 54-year-old individual, working in the Self-emp-inc sector, has an education level of Doctorate. They are Married-civ-spouse, working as Prof-specialty, and have a Husband relationship.They belong to the White race, are Male",1,9418
"A 62-year-old individual, working in the Private sector, has an education level of Bachelors. They are Married-civ-spouse, working as Adm-clerical, and have a Wife relationship.They belong to the White race, are Female",1,9422
